COMPONENT	COMPONENTDESC	COMPTYPE	BFUNCTION	BFUNCDESC	BFUNCCATEG	BFCONFLICT	CURR_STAT	FUT_STAT	CATEGORY
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_CI_4	"Contract Accounts A/R and A/P,04"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_CI_5	Contract Accounts A/R ERP 6.07	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_CONV_INVOICING	FI-CA Convergent Invoicing	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_INV_1	Invoicing in FI-CA SD Integr.	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_INV_2	"Invoicing in FI-CA, 02"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_INV_PP_1	Billing in FI-CA	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_INV_PP_2	"Billing in FI-CAx, ERP 6.06"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_INV_PP_3	"Billing in FI-CA, 02"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_LEASING	"FI-CA, Leasing"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_LEASING_CI_1	"Contract A/R & A/P, Leasing 1"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_TRBK	Transactional Banking	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FINBASIS	Financial Basis	Others	FIN_FSCM_CCD_2	FSCM Functions 2	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
FINBASIS	Financial Basis	Others	FIN_FSCM_CCD_3	FSCM Functions 3	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
FINBASIS	Financial Basis	Others	FIN_FSCM_SSC_AIC_1	"FSCM, Enablement for FSS"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
FINBASIS	Financial Basis	Others	FIN_MDM_ORG	"MDG, Financials, Org. Units"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
FINBASIS	Financial Basis	Others	FIN_SSC_ISS_1	"ISS, Enablement for FSS"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
IS-CWM	Industry Solution Catch Weight Management	Industry Solutions	/CWM/CM_1	"CWM, Inv.Mgmt, Inv.Acctg in ERP"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-CWM	Industry Solution Catch Weight Management	Industry Solutions	/CWM/CM_2	Finalization Architecture Change	Industries Business Functions		OFF	NOT-AVAILABLE	OTHERS
IS-CWM	Industry Solution Catch Weight Management	Industry Solutions	/CWM/CM_3	"Repetitive MFG, Addit. Processes"	Industries Business Functions		OFF	NOT-AVAILABLE	OTHERS
IS-CWM	Industry Solution Catch Weight Management	Industry Solutions	/CWM/FMP	CWM: Flexible Material Prices	Industries Business Functions		OFF	NOT-AVAILABLE	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_BP_1	"Media, BP"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_CA_2	"Media, Contract Accounting 2"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_CA_3	"Media, Contract A/R and A/P 3"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_CA_4	"Media, Contract A/R and A/P 4"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_CA_5	"Media, Contract A/R and A/P 5"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_ILM	ILM for Media	Industries Business Functions	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_INV_PP	Media: Content to Cash	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_INV_PP_1	Billing in Cont.Acc.Rec./Pay.1	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_MAM_1	"Media, Ad Mgmt 2"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_MAM_2	"Media, Cross-Media Ads"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_MSD_1	"Media, Subs. Mgmt 2"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_PDEX	Media: Press Distribution	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-M	SAP MEDIA	Industry Solutions	MED_PDEX_1	"Media, Press Distrib. 2"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-OIL	IS-OIL	Industry Solutions	BUSINESS_FUNCTION_BASIS_COM	Business Function Basis (COM)	Industries Business Functions	Pass - No Impact	ON	Customer Switchable	SUPPORTED
IS-OIL	IS-OIL	Industry Solutions	BUSINESS_FUNCTION_BASIS_UTIL	Business Function Basis (UTIL)	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	COMMODITY_MGMT_&_BULK_LOGISTIC	Commodity Mgmt & Bulk Logistics	Industries Business Functions	Pass - No Impact	ON	Customer Switchable	SUPPORTED
IS-OIL	IS-OIL	Industry Solutions	COMM_MGMT&BULK_LOG_1	Commodity mgmt & Bulk Transports	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	CROSS_EXCISE_DUTY	Cross Excise Duty Management	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	ILM_CDE_CONT_IS_OIL	"ILM, CDE for Oil&Gas"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	ILM_IS_OIL_02	ILM TSW Ehp7 BusinessFunction	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	ILM_TSW_ECC	ILM TSW Ehp7 BusinessFunction	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
IS-OIL	IS-OIL	Industry Solutions	IS_MIN_LOC_BR_01	IS-Mining Brazil	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
IS-OIL	IS-OIL	Industry Solutions	LOG_COMMODITY_TPT_MGMT_5A	Commodity Mgt & Bulk Transports5	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-OIL	IS-OIL	Industry Solutions	LOG_COMMODITY_TRANSPORT_MGMT_4	Commodity Mgt & Bulk Transports2	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	LOG_COMMODITY_TRANSPORT_MGMT_5	Commodity Mgt & Bulk Transports3	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	LOG_COMMODITY_TRANSPORT_MGMT_7	Commodity Mgt & Bulk Transports7	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	LOG_TSW_ECC	Trader's & Scheduler's Workbench	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
IS-OIL	IS-OIL	Industry Solutions	LOG_TSW_ECC_1	Trader's & Scheduler's Workbench	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
IS-OIL	IS-OIL	Industry Solutions	OIL_LOC_AR_01	IS-Oil Localization Argentina	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	OIL_TSW_LOCRU_CI_1	"IS-OIL, TSW Localization for RU"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	OIL_TSW_LOCRU_CI_2	"IS-OIL,TSW Localization for RU 2"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-OIL	IS-OIL	Industry Solutions	REMOTE_LOGISTICS_MANAGEMENT	Remote Logistics Management	Industries Business Functions	Pass - No Impact	ON	Customer Switchable	SUPPORTED
IS-OIL	IS-OIL	Industry Solutions	REMOTE_LOGISTICS_MANAGEMENT_I	Remote Logistics Management S-A	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
IS-OIL	IS-OIL	Industry Solutions	REMOTE_LOG_MGMT_1	Remote Logistics Management 1	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PRA	SAP IS-PRA	Industry Solutions	OIL_PRA_CI_1	PRA - Extended Features	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PRA	SAP IS-PRA	Industry Solutions	OIL_REVENUE_ACCOUNTING	Upstream Revenue Accounting	Industries Business Functions	Pass - No Impact	ON	Customer Switchable	SUPPORTED
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ERP_IPS_4S_1	Social Services	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ERP_IPS_4S_3	Social Services	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ERP_IPS_4S_4	"Social Services, 2013"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_ESOA	"SLCM, ESOA"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_EXT_IAP	SLCM: Extended IAP	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_EXT_IAP_2	SLCM Extended IAP 2	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_EXT_IAP_3	SAP SLcM Extended IAP 3	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_EXT_RULECHECK	Enhanced Extended Booking Checks	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_GRADING_ENH	"SLCM, Grading Enhancements"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_IAP_5_CC	SLcM : IAP 5 : Customer Connect	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_IAP_6_CC	SLcM : IAP 6 : Customer Connect	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_INTERNSHIP	SLcM: Internships	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_LOCES_K12	Student Lifecycle Management ES	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_LOCNL_STUDYLINK_1	Student Lifecycle Management NL	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_MAIN_IAP	"SLCM, Implementation Accelerator"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_UI_ADVISOR	"SLCM, UI for Academic Advisor"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHERCM_UI_STUDENT	"SLCM, UI for Student Role"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	ISHER_BRFP_PROGRESSION	SLcM: Progression with BRF+	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD	"PSCD, Collections & Disbursement"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_COLLECTIONS_MANAGEMENT	"PSCD, Collections Management"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_COLLECTIONS_MANAGEMENT_1	"PSCD, Collections&Corresp. Mgmt"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_COLLECTIONS_MANAGEMENT_2	"PSCD, Collections&Corresp. Mgmt2"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_COLLECTIONS_MANAGEMENT_3	PSCD Collections Management 3	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_COLLECTIONS_MANAGEMENT_3C	PSCD Customer Connect	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_COLLECTIONS_MANAGEMENT_3D	PSCD Customer Connect Part 2	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_COLLECTIONS_MANAGEMENT_4	PSCD Collections Management 4	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_GRANTOR_2	"PSM, Enh. Feat. GM-GTR (PSCD)"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_IDCAT	"PSCD, Extension of BP ID"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_SETTINGS	"PSCD, Customizing & Settings"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_SOCIAL	Social Services (PSCD)	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_TRM_&_PROPERTY_TAX	Tax&Rev. Mmgt incl. Prop. Tax	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_TRM_AND_WITHHOLDING	Tax&Rev. Mmgt incl. Withholding	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_TRM_BRFPLUS	PSCD: Calculate PT using BRFPlus	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_TRM_CUSTOMER_CONNECT_1	PSCD Enhancements: Cust. Conn. 1	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_TRM_OBT_BRFPLUS	"PSCD, BRFplus for ObjectBasedTax"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	PSCD_TRM_RETURN_PROCESSING	"PSCD, Tax Return Processing"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ILM_CDE_CONT_IS_U	CDE Content for IS-U	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_AMI_1	Advanced Metering Infrastructure	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_AMI_2	Advanced Metering Infrastructure	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_AMI_3	Advanced Metering Infrastructure	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_AMI_4	Advanced Metering Infrastructure	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_AMI_4A	Advanced Metering Infrastructure	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_AMI_4B	Advanced Metering Infrastructure	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_BI_INV_1	Enhanced Billing & Invoicing	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_CA_1	"Utilities, Contract A/R a. A/P 1"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_CA_2	"Utilities, Contract A/R a. A/P 2"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_CA_3	"Utilities, Contract A/R a. A/P 3"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_CRM_1	Customer Relationship Management	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_CRM_2	CRM for Utilities 1	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_INV_1	"Utilities, Conv. Invoicing 1"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_INV_2	"Utilities, Conv. Invoicing 2"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_INV_PP_1	Billing in FI-CA	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_INV_PP_2	Billing in Cont.Acc.Rec./Pay.1	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_INV_PP_3	Billing in Contract A/R a. A/P 3	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_LOC_CI_1	"Localization, Customer Feedback"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_LOC_CI_2	"Localization, Customer Feedback"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_LOC_CI_3	"Localization, Customer Feedback"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_LOC_CI_4	"Localization, Customer Feedback"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_LOC_CI_4A	"Utilities, Funct.Enhancements"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_LOC_EDOC_GLO	IS-U Generic Locl. for E-doc	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_LOC_EDOC_IT	"IS-U,Localization for Italy:eDoc"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_MCOMM_1	Flexibilization of IDE	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_MCOMM_2	Flexibilization of IDE	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_MCOMM_3	"Utilities, Market Communictn. 3"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_MCOMM_4	Utilities Market Communication 4	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_MC_DEX_1	Infrastructure ServiceEnabl. IDE	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_QD_1	"Utilities, Quantity Determinatn."	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_UI_1	UI BT	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_UI_2	UI BT	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_WASTE_2	Waste & Recycling	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_WASTE_3	Waste & Recycling	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_WASTE_4	Waste & Recycling	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_WASTE_C&I_2	"Waste & Recycling, C&I"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	ISU_WASTE_RCI_2	"Waste & Recycling, RCI"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_BI_INV_1	SAP CI Billing - Invoicing	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_CA_1	Contr.Accts Rec.and Pay.ERP 6.02	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_CA_2	Contract Accts A/R A/P ERP 6.04	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_CA_3	Contract Acc A/R a. A/P ERP 6.05	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_CA_4	"Telco, Contract Acc A/R a. A/P 4"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_CA_5	"Contract Accts A/R A/P, ERP 6.07"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_CONV_INV_1	SAP Convergent Invoicing ERP6.02	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_EDR_BILLING	SAP CI - Billing	Industries Business Functions	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_INV_1	SAP Convergent Invoicing ERP6.05	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_INV_2	SAP Convergent Invoicing ERP6.07	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_INV_PP_1	SAP Convergent Invoicing ERP6.05	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_INV_PP_2	SAP Convergent Invoicing ERP6.05	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	TEL_INV_PP_3	SAP Convergent Invoicing ERP6.07	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
MDG_APPL	MDG Applications 607	Others	ERP_MATERIAL_SOA	MDG Material Servcies BuFu	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
