COMPONENT	COMPONENTDESC	COMPTYPE	BFUNCTION	BFUNCDESC	BFUNCCATEG	BFCONFLICT	CURR_STAT	FUT_STAT	CATEGORY
Component	Component Description	Component Type	Business Function(BF)	BF Description	BF Category	BF Conflict	Cur State	Fut State	Category
DMIS	DMIS 2011_1	Industry Solutions	LT_PC_REORG_ANALYSIS	LT Profit Center Reorg. Analysis	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	/BEV1/ARC	"BEV Archiving (PL,Emps,Rets,ED)"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	/BEV1/NE_ENH	Functional Improvements BEV	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	/CUM/MAIN_1	Compatible Units Archiving	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	/DSD/ARC	Archiving for Direct Store Deliv	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	/DSD/DEX	DEX Enablement for DSD	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	/DSD/OCS	Occasionally-Connected Scenarios	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	/SAPNEA/J_SCC_BF	Business funciton for SCC JP	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	EA-PLM	PLM Extension	Enterprise Addons	Pass - No Impact	ON	ALWAYS ON	SUPPORTED
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	EA_ICM_ICM_CORE_01	Incentive&Commission Management	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	EA_ICM_ICM_CORE_02	Incentive&Commission Management	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	EA_ICM_ICM_CORE_03	Incentive&Commission Management	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	EA_ICM_ICM_CORE_04	Incentive and Commission Mgmt	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	EA_ICM_ICM_CORE_04_02	Incentive and Commission Mgmt	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	EA_ICM_ICM_CORE_CC_01	Incentive&Commission Management	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	EA_ICM_PFO_CORE_04	Portfolio Assignment 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	ERP_AIE_INTEGRATION	AIE ERP Integration	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_ACC_LOCAL_CLOSE	Local Close	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_ACC_LOCAL_CLOSE_2	Local Close 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_ACC_LOCAL_CLOSE_3	Local Close 3	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_BL_EB_1	"FI-BL, Elec. Bank Statement"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_CO_CCMGMT	"CO, Cost Center Management"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_CO_MSSBUA_NWBC	Roles for MSS/BUA	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_1	Non-HCM Localization Topics	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_12	"RE-FX, Loc. for France"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_18	FI-AA Localization for Japan	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_21	"RE-FX, Par. Adjustment for NL"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_22	"RE-FX, Loc. of CMD for Italy"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_26	Golden Tax Interface for China	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_3	RE-FX Portugal	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_6	"RE-FX, Loc. for CZ, HU, NL, SK"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_8	"FI-AA Topics for IN, JP, RU"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	FIN_LOC_CI_9	"FI, Localization for CN"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	ILM_WTY_01	ILM Switch for WTY	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	JVA_CUTB_REVERSE	JVA cutback reversal	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	JVA_GL_INTEGRATION	JVA - New G/L Integration	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	JVA_INFS_VALIDREP	"JVA, cutb, validation, reporting"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	JVA_REP_SIMPL	"JVA, ODP for JVA"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	J_7L_REA_AUTO_CONFIG	"REA, Automatic Configuration"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	J_7L_REA_CORE	"REA, Recycling Administration"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	J_7L_REA_SUSTAIN	"REA, Environmental Reporting"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_CC	Config. Control Innovations	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_CI_2	Enterprise Asset Management	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_CI_3	EAM: Continuous Improvements	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Customer Switchable	SUPPORTED
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_CI_4	Enterprise Asset Mgmt Part 4	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Customer Switchable	SUPPORTED
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_CI_5	Enterprise Asset Mgmt Part 5	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_CI_6	Enterprise Asset Mgmt Part 6	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_CI_7	Enterprise Asset Mgmt Part 7	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_CI_8	Enterprise Asset Mgmt Part 8	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_LINEAR_1	"EAM, Linear Asset Management 1"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_LINEAR_2	"EAM, Linear Asset Management 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_PAM	EAM: Pool Asset Management	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_SIMPLICITY	Simplified EAM Functions	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_SIMPLICITY_2	Simplified EAM Functions 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_SIMPLICITY_3	Simplified EAM Functions 3	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_SIMPLICITY_4	Simplified EAM Functions 4	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_SIMPLICITY_5	Simplified EAM Functions 5	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_SIMPLICITY_6	Simplified EAM Functions 6	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_SIMPLICITY_7	Simplified EAM Functions 7	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_TOHO	Takeover/Handover of Tech. Objs	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_TOHO_2	Takeover/Handover Improvements	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_TZS_1	EAM: Time Zone Support	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_TZS_2	EAM: Time Zone Support (Part 2)	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_VE_INT	"EAM, Int. SAP 3D Visual Enterp."	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_WCM_1	Stepwise Tagging/Work Permits	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_WCM_2	Definition of WCM Templates	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EAM_WCM_3	Managing WCM Objects/Templates	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EHS_CI_2	EH&S Continuous Improvement	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EHS_CI_4	EHS - Continuous Improv. for PS	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EHS_DG_CI_3	EHS - Continuous Improvements DG	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EHS_GLM_CI_4	EHS - Cont. Improvement GLM	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	ALWAYS ON	SUPPORTED
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EHS_PS_CI_3	EHS - Continuous Improvements PS	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	ALWAYS ON	SUPPORTED
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EHS_PS_CI_5	EHS - Continuous Improvements PS	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EHS_PS_CI_6	EHS - Continuous Improvements PS	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_EHS_PS_CI_7	EHS - Continuous Improvements PS	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_FI_DPC_MM_1	Subcontractor Mgmt (DwnPayChain)	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_PP_CI_1	Optimizations in Production	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_PP_INTELI_01	POWL	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_PP_PI_PMA_01	PI Sheet Archiving	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_PP_PMA_PMC	PI Sheet	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_PP_SRN_02	Shift Report/Shift Note	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_PP_SRN_CONF	"Shift Report/Notes, Confirmation"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_PP_XS_01	XStep Repository Enhancements	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_PP_XS_RTG_PO	XSteps for Routing and PO	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_SD_SMI	Supplier Managed Inventory	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_WTYRCL_REPORT_OPT	Warranty Recall report opt.	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	LOG_XPD_EXT_1	"PS, Progress Tracking Data in PO"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OIL_UOM_UPST_CI_2	Upstream Ops. Management CI 2	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OIL_UOM_UPST_CI_3	Upstream Ops Management CI3	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OIL_UOM_UPST_CI_4	UOM 4 (Forecasting)	Industries Business Functions	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OPS_EC_INTEGRATION	Env. Compl. Integration	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OPS_PS_CI_1	Project System Enhancements	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OPS_PS_HLP_1	PS Handling Large Projects	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OPS_PS_HLP_2	"PS, Handling Large Projects 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OPS_QM_EXTENSION_2	Enhanc.in FMEA + QM Notificatns	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OPS_QM_EXTENSION_3	QM Extensions in QC and Notif.	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OPS_QM_NOTIFICATION	QM: Functions for Qty Notifictns	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OPS_QM_PLAN_INTEGRAT	QM: Inspection Plan Integration	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	OPS_QM_VP	"QM, Visual Planning"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	PLM_PMEVC_1	PLM Var. Config.  Prod. Mod. Env	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	PLM_RM_PRODUCT_LABELING	PLM RM: Labeling	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	PMD_PLM_RECIPE_MANAGEMENT_1	PLM: Recipe Management	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	PRS_ERP_CPILS_1	Comm.Proj.Inception&L.Staffing	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	PRS_ERP_CPILS_2	Comm.Proj.Inception&L.Staffing 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	RE_CRE_MISC	Corporate Real Estate	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	RE_FM_EARMARKED_FUND	RE/FM Earmarked Funds	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	RE_GEN_CI_1	Real Estate	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	RE_GEN_CI_2	Real Estate 2	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	RE_GEN_CI_3	Real Estate 3	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	WTY_DP_1	"LO, Warranty for Dealer Portal"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-APPL	"SAP Enterprise Extension PLM, SCM, Financials"	Others	WTY_DP_2	"Warranty DP, Innovations"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FIN	EA-FIN	Others	FIN_AA_PARALLEL_VAL	Parallel Valuation in FI-AA	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FIN	EA-FIN	Others	FIN_LOC_CI_2	FI Topics for Japan	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FIN	EA-FIN	Others	FIN_LOC_CI_20	"RE-FX, Loc. for IT"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FIN	EA-FIN	Others	FIN_LOC_CI_38	"RE-FX, Loc. for ES"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FIN	EA-FIN	Others	RE_MOBILE_BROKER_1	Real Estate Broker Mobile App	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	/IBS/EAFS_RBD_BUSOPR	RBD - Business Operations	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	/IBS/EAFS_RBD_BUSOPR5	RBD - Business Operations 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	/IBS/EAFS_RBD_INT_ECF	SAP RBD: ECF Procedure	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	/IBX/EAFS_RBD_IPX	RBD Impairment Extension	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_BCA_BUSOPR	Deposits # Business Operations	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_BCA_BUSOPR_2	Deposits # Business Operations	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_BCA_BUSOPR_3	Deposits: Business Operations	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_BCA_BUSOPR_OPD	Outgoing Payment Dispatcher	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_BCA_BUSOPR_REL	Master Data Release	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_BCA_BUSOPR_SEPA	Deposits: SEPA Direct Debit	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_CML_AUTH_REL	"Auth,  Release & Maint. of bank"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_CML_CL_EXT	Consumer Loan Extension	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_CML_DEFCAP	CML: Deferral and Capitalization	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_CML_FACILITIES	CML - Facilities	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_CML_IOA	CML - Interest On Arrears	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_CML_LOANS_POOLING	"CML, Loan Data to Funding Mngmnt"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
